Varianza Azul Ojos,Varianza Verde Ojos,Varianza Rojo Ojos
429.50395806604683,394.72481104787084,837.6895187143651
1592.9246263038292,1048.3214800966327,500.85657115467114
752.2182438137371,989.355020063245,2127.676893352856
428.9328335156913,479.85290657566725,694.298305333936
370.401210854005,369.23432905415495,413.9425311184288
