Media Azul Orejas,Media Verde Orejas,Media Rojo Orejas
43.16846269267494,44.63129177465557,69.03955804119492
31.71591957203468,37.95862449429937,42.83725634424421
52.16060532096656,51.653404930436906,69.0610202587259
28.60957592339261,24.556771545827633,37.15950752393981
34.417043121149895,38.855852156057495,53.597125256673515
