Media Azul Cuerpo,Media Verde Cuerpo,Media Rojo Cuerpo
231.60895242707204,219.11930603951953,252.48161404764662
183.54497769700976,177.58906740459275,190.09366223360317
229.2332667775929,221.33151414309484,246.34956184137548
220.51434509682764,200.44442415986742,219.8298108385176
200.9045435598166,195.16023568378716,212.5408672532474
