nivelGrises,pixeles
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,1
46,0
47,1
48,1
49,1
50,3
51,1
52,7
53,6
54,3
55,0
56,4
57,3
58,6
59,5
60,3
61,4
62,5
63,5
64,11
65,8
66,7
67,12
68,11
69,14
70,7
71,10
72,12
73,11
74,22
75,19
76,14
77,14
78,13
79,23
80,21
81,17
82,32
83,19
84,19
85,26
86,33
87,22
88,32
89,25
90,36
91,36
92,34
93,31
94,27
95,34
96,47
97,42
98,38
99,35
100,46
101,44
102,40
103,46
104,52
105,59
106,54
107,59
108,65
109,78
110,80
111,84
112,83
113,127
114,164
115,129
116,118
117,108
118,96
119,94
120,95
121,87
122,110
123,105
124,97
125,80
126,103
127,90
128,82
129,99
130,113
131,101
132,118
133,113
134,116
135,133
136,118
137,125
138,126
139,119
140,129
141,150
142,132
143,112
144,128
145,117
146,129
147,140
148,130
149,156
150,149
151,195
152,181
153,175
154,154
155,133
156,89
157,130
158,98
159,124
160,103
161,141
162,175
163,179
164,200
165,200
166,259
167,274
168,272
169,298
170,310
171,341
172,379
173,411
174,461
175,517
176,574
177,442
178,389
179,398
180,336
181,361
182,368
183,471
184,403
185,426
186,445
187,373
188,311
189,292
190,319
191,293
192,319
193,346
194,349
195,291
196,243
197,216
198,206
199,150
200,145
201,131
202,141
203,164
204,170
205,212
206,226
207,223
208,199
209,161
210,115
211,95
212,90
213,91
214,110
215,79
216,21
217,10
218,11
219,8
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
