nivelGrises,pixeles
0,0
1,0
2,0
3,20
4,27
5,36
6,29
7,34
8,46
9,46
10,53
11,87
12,87
13,160
14,141
15,205
16,317
17,442
18,426
19,481
20,416
21,436
22,412
23,515
24,451
25,381
26,337
27,397
28,451
29,342
30,339
31,383
32,351
33,402
34,594
35,789
36,727
37,836
38,725
39,658
40,711
41,619
42,588
43,511
44,499
45,436
46,427
47,394
48,315
49,313
50,332
51,273
52,260
53,271
54,261
55,264
56,270
57,245
58,290
59,284
60,249
61,251
62,279
63,263
64,273
65,288
66,261
67,252
68,238
69,251
70,240
71,258
72,274
73,289
74,298
75,246
76,234
77,266
78,220
79,239
80,216
81,220
82,206
83,181
84,174
85,131
86,130
87,152
88,127
89,110
90,126
91,124
92,129
93,120
94,103
95,128
96,123
97,115
98,98
99,99
100,96
101,92
102,93
103,104
104,97
105,105
106,108
107,88
108,84
109,70
110,72
111,77
112,71
113,84
114,61
115,65
116,55
117,72
118,57
119,70
120,45
121,63
122,58
123,57
124,56
125,40
126,53
127,53
128,35
129,43
130,60
131,56
132,54
133,53
134,62
135,63
136,54
137,57
138,52
139,48
140,50
141,37
142,38
143,40
144,46
145,43
146,33
147,24
148,32
149,33
150,22
151,35
152,20
153,23
154,16
155,26
156,20
157,27
158,32
159,31
160,22
161,19
162,26
163,24
164,28
165,26
166,12
167,26
168,22
169,25
170,21
171,25
172,37
173,11
174,24
175,20
176,26
177,19
178,28
179,22
180,21
181,29
182,19
183,23
184,29
185,30
186,32
187,21
188,19
189,19
190,17
191,10
192,16
193,19
194,10
195,12
196,17
197,28
198,14
199,13
200,12
201,16
202,10
203,12
204,12
205,15
206,16
207,15
208,6
209,16
210,17
211,14
212,18
213,13
214,16
215,13
216,24
217,20
218,18
219,23
220,13
221,20
222,20
223,15
224,7
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
