nivelGrises,pixeles
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,27
15,23
16,21
17,21
18,31
19,27
20,27
21,47
22,77
23,159
24,165
25,398
26,389
27,286
28,165
29,183
30,148
31,118
32,105
33,102
34,59
35,46
36,50
37,55
38,76
39,50
40,66
41,57
42,55
43,48
44,68
45,62
46,43
47,31
48,38
49,23
50,23
51,32
52,32
53,28
54,24
55,30
56,24
57,32
58,31
59,28
60,24
61,28
62,35
63,28
64,29
65,34
66,29
67,28
68,34
69,27
70,35
71,24
72,31
73,29
74,34
75,42
76,27
77,29
78,34
79,24
80,33
81,29
82,29
83,28
84,36
85,35
86,24
87,31
88,25
89,31
90,31
91,37
92,43
93,44
94,37
95,40
96,31
97,25
98,31
99,29
100,18
101,20
102,26
103,21
104,25
105,25
106,25
107,31
108,26
109,26
110,19
111,24
112,21
113,13
114,15
115,9
116,17
117,27
118,14
119,18
120,7
121,17
122,18
123,15
124,27
125,21
126,11
127,12
128,15
129,13
130,15
131,8
132,9
133,5
134,6
135,11
136,5
137,8
138,10
139,10
140,6
141,6
142,6
143,8
144,8
145,8
146,5
147,7
148,7
149,9
150,7
151,9
152,4
153,6
154,9
155,6
156,18
157,2
158,5
159,6
160,11
161,7
162,9
163,7
164,5
165,7
166,6
167,9
168,11
169,6
170,4
171,3
172,7
173,5
174,6
175,9
176,9
177,7
178,5
179,4
180,1
181,9
182,4
183,6
184,3
185,4
186,8
187,3
188,8
189,4
190,6
191,4
192,3
193,7
194,6
195,6
196,4
197,4
198,9
199,6
200,2
201,2
202,4
203,5
204,8
205,4
206,4
207,7
208,3
209,4
210,6
211,4
212,5
213,4
214,3
215,4
216,3
217,5
218,5
219,5
220,5
221,11
222,0
223,4
224,6
225,5
226,2
227,7
228,6
229,4
230,3
231,10
232,4
233,4
234,7
235,5
236,7
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
