nivelGrises,pixeles
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,1
78,1
79,0
80,0
81,1
82,0
83,2
84,0
85,1
86,3
87,2
88,0
89,1
90,2
91,0
92,1
93,3
94,4
95,1
96,2
97,0
98,3
99,2
100,3
101,2
102,3
103,7
104,2
105,3
106,1
107,1
108,4
109,6
110,7
111,4
112,6
113,1
114,6
115,3
116,6
117,5
118,4
119,3
120,4
121,3
122,9
123,6
124,8
125,7
126,11
127,6
128,8
129,4
130,5
131,6
132,6
133,8
134,6
135,9
136,7
137,15
138,7
139,16
140,9
141,10
142,10
143,11
144,17
145,8
146,16
147,10
148,14
149,17
150,7
151,17
152,12
153,15
154,11
155,22
156,18
157,14
158,10
159,13
160,18
161,27
162,21
163,26
164,16
165,23
166,16
167,22
168,17
169,18
170,17
171,22
172,27
173,22
174,21
175,23
176,21
177,28
178,24
179,20
180,34
181,26
182,15
183,21
184,22
185,33
186,37
187,20
188,35
189,28
190,30
191,21
192,36
193,28
194,33
195,31
196,29
197,35
198,41
199,36
200,40
201,27
202,47
203,44
204,37
205,48
206,41
207,50
208,51
209,64
210,50
211,49
212,77
213,52
214,69
215,68
216,84
217,81
218,72
219,83
220,87
221,92
222,103
223,122
224,125
225,133
226,135
227,145
228,165
229,169
230,172
231,214
232,260
233,243
234,278
235,275
236,292
237,328
238,388
239,387
240,565
241,593
242,533
243,511
244,468
245,370
246,282
247,390
248,219
249,1
250,0
251,0
252,0
253,0
254,0
255,0
