nivelGrises,pixeles
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,4
45,1
46,3
47,7
48,4
49,2
50,5
51,1
52,4
53,2
54,1
55,4
56,2
57,2
58,7
59,17
60,13
61,6
62,8
63,7
64,8
65,12
66,5
67,9
68,12
69,16
70,8
71,17
72,16
73,15
74,8
75,10
76,16
77,18
78,17
79,16
80,18
81,26
82,22
83,23
84,15
85,26
86,14
87,23
88,29
89,36
90,21
91,25
92,20
93,33
94,39
95,37
96,29
97,44
98,34
99,44
100,38
101,43
102,57
103,62
104,37
105,52
106,54
107,58
108,71
109,66
110,69
111,81
112,71
113,64
114,81
115,85
116,74
117,75
118,69
119,88
120,87
121,96
122,75
123,92
124,66
125,92
126,80
127,93
128,109
129,109
130,101
131,99
132,103
133,94
134,127
135,154
136,157
137,117
138,159
139,167
140,181
141,199
142,182
143,180
144,180
145,165
146,204
147,212
148,191
149,220
150,216
151,209
152,194
153,252
154,228
155,234
156,260
157,240
158,238
159,255
160,277
161,355
162,342
163,334
164,320
165,298
166,362
167,402
168,474
169,427
170,397
171,396
172,353
173,409
174,391
175,445
176,453
177,498
178,418
179,476
180,527
181,563
182,517
183,493
184,462
185,329
186,365
187,370
188,399
189,405
190,435
191,530
192,515
193,496
194,566
195,510
196,459
197,470
198,480
199,555
200,482
201,337
202,316
203,314
204,332
205,349
206,310
207,338
208,346
209,350
210,290
211,297
212,279
213,268
214,327
215,301
216,302
217,289
218,318
219,270
220,251
221,180
222,134
223,157
224,117
225,75
226,58
227,38
228,3
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
